ID_Pedido,Fecha,Producto,Cantidad,Ciudad,Precio_Unitario
11347,2025-02-26,"Monitor 24""",2.0,Cuenca,$300
11348,2025-02-26,Laptop,2.0,Guayaquil,$1200
11349,2025-02-26,Auriculares Gamer,2.0,Loja,$120
11350,2025-02-26,Teclado Mecánico,,Manta,$85
11351,2025-02-26,Auriculares Gamer,5.0,Manta,$120
11352,2025-02-26,Teclado Mecánico,4.0,Cuenca,$85
11353,2025-02-26,Mouse Inalámbrico,4.0,Manta,$35
11354,2025-02-26,Auriculares Gamer,3.0,Cuenca,$120
11355,2025-02-26,Mouse Inalámbrico,2.0,Quito,$35
11356,2025-02-26,"Monitor 24""",3.0,Loja,$300
11357,2025-02-26,"Monitor 24""",3.0,Ambato,$300
11358,2025-02-26,Laptop,1.0,Quito,$1200
11359,2025-02-26,Auriculares Gamer,5.0,Loja,$120
11360,2025-02-26,Mouse Inalámbrico,4.0,Cuenca,$35
11361,2025-02-26,Teclado Mecánico,2.0,Loja,$85
11362,2025-02-26,"Monitor 24""",4.0,Cuenca,$300
11363,2025-02-26,"Monitor 24""",4.0,Quito,$300
11364,2025-02-26,Teclado Mecánico,5.0,Guayaquil,$85
11365,2025-02-26,Mouse Inalámbrico,4.0,Guayaquil,$35
11366,2025-02-26,Mouse Inalámbrico,4.0,Loja,$35
11367,2025-02-26,Auriculares Gamer,3.0,Guayaquil,$120
11368,2025-02-26,Auriculares Gamer,5.0,Cuenca,$120
11369,2025-02-27,Hub USB-C,1.0,Manta,$45
11370,,Hub USB-C,2.0,Cuenca,$45
11371,2025-02-27,Laptop,4.0,Manta,$1200
11372,2025-02-27,"Monitor 24""",2.0,Quito,$300
11373,2025-02-27,Auriculares Gamer,1.0,Ambato,$120
11374,2025-02-27,Mouse Inalámbrico,2.0,Manta,$35
11375,2025-02-27,Teclado Mecánico,1.0,Guayaquil,$85
11376,2025-02-27,Mouse Inalámbrico,3.0,Cuenca,$35
11377,2025-02-27,"Monitor 24""",4.0,Quito,$300
11378,2025-02-27,Hub USB-C,1.0,Guayaquil,$45
11379,2025-02-27,Mouse Inalámbrico,2.0,Quito,$35
11380,2025-02-27,Laptop,4.0,Ambato,$1200
11381,2025-02-27,"Monitor 24""",3.0,Cuenca,$300
11382,2025-02-27,Hub USB-C,4.0,Loja,$45
11383,2025-02-27,Teclado Mecánico,1.0,Cuenca,$85
11384,2025-02-27,Hub USB-C,3.0,Ambato,$45
11385,2025-02-27,Laptop,2.0,Cuenca,$1200
11386,2025-02-27,"Monitor 24""",3.0,Loja,$300
11387,2025-02-27,Teclado Mecánico,3.0,Manta,$85
11388,2025-02-27,Laptop,5.0,Quito,$1200
11389,2025-02-27,Hub USB-C,3.0,Loja,$45
11390,2025-02-27,Laptop,3.0,Guayaquil,$1200
11391,2025-02-27,"Monitor 24""",4.0,Ambato,$300
11392,2025-02-27,Auriculares Gamer,2.0,Manta,$120
11393,2025-02-28,Laptop,4.0,Guayaquil,$1200
11394,2025-02-28,Laptop,4.0,Guayaquil,$1200
11395,2025-02-28,Hub USB-C,1.0,Ambato,$45
11396,2025-02-28,Hub USB-C,4.0,Manta,$45
11397,2025-02-28,Teclado Mecánico,5.0,Guayaquil,$85
11398,2025-02-28,Hub USB-C,5.0,Guayaquil,$45
11399,2025-02-28,Mouse Inalámbrico,1.0,Manta,$35
11400,2025-02-28,"Monitor 24""",2.0,Cuenca,$300
11401,2025-02-28,"Monitor 24""",2.0,Guayaquil,$300
11402,2025-02-28,Auriculares Gamer,4.0,Quito,$120
11403,2025-02-28,Auriculares Gamer,4.0,Manta,$120
11404,2025-02-28,"Monitor 24""",4.0,Guayaquil,$300
11405,2025-02-28,Auriculares Gamer,2.0,Ambato,$120
11406,2025-02-28,Teclado Mecánico,3.0,Loja,$85
11407,2025-02-28,Hub USB-C,5.0,Quito,$45
11408,2025-02-28,"Monitor 24""",3.0,Loja,$300
11409,2025-02-28,Auriculares Gamer,3.0,Loja,$120
11410,2025-02-28,"Monitor 24""",2.0,Guayaquil,$300
11411,2025-02-28,Mouse Inalámbrico,3.0,Quito,$35
11412,2025-02-28,Laptop,1.0,Quito,$1200
11413,2025-02-28,Hub USB-C,4.0,Cuenca,$45
11414,2025-02-28,"Monitor 24""",1.0,Loja,$300
11415,2025-02-28,Laptop,5.0,Quito,$1200
11416,2025-02-28,Auriculares Gamer,4.0,Cuenca,$120
11417,2025-03-01,Laptop,,Manta,$1200
11418,2025-03-01,Hub USB-C,5.0,Cuenca,$45
11419,2025-03-01,"Monitor 24""",4.0,Ambato,$300
11420,2025-03-01,Mouse Inalámbrico,3.0,Guayaquil,$35
11421,2025-03-01,Auriculares Gamer,1.0,Manta,$120
11422,2025-03-01,"Monitor 24""",4.0,Manta,$300
11423,2025-03-01,Hub USB-C,3.0,Ambato,$45
11424,2025-03-01,Auriculares Gamer,1.0,Cuenca,$120
11425,2025-03-01,Teclado Mecánico,5.0,Guayaquil,$85
11426,2025-03-01,Laptop,5.0,Cuenca,$1200
11427,2025-03-01,Hub USB-C,5.0,Quito,$45
11428,2025-03-01,Teclado Mecánico,5.0,Cuenca,$85
11429,2025-03-01,"Monitor 24""",2.0,Manta,$300
11430,2025-03-01,Mouse Inalámbrico,4.0,Guayaquil,$35
11431,2025-03-01,Auriculares Gamer,4.0,Cuenca,$120
11432,2025-03-01,Laptop,2.0,Guayaquil,$1200
11433,2025-03-01,Auriculares Gamer,3.0,Guayaquil,$120
11434,2025-03-01,"Monitor 24""",3.0,Quito,$300
11435,2025-03-01,Auriculares Gamer,5.0,Quito,$120
11436,2025-03-01,Laptop,1.0,Manta,$1200
11437,2025-03-01,"Monitor 24""",3.0,Ambato,$300
11438,2025-03-01,Auriculares Gamer,1.0,Guayaquil,$120
11439,2025-03-01,Mouse Inalámbrico,4.0,Ambato,$35
11440,2025-03-01,Hub USB-C,1.0,Manta,$45
11441,2025-03-02,"Monitor 24""",4.0,Guayaquil,$300
11442,2025-03-02,Hub USB-C,2.0,Guayaquil,$45
11443,2025-03-02,"Monitor 24""",2.0,Loja,$300
11444,2025-03-02,Mouse Inalámbrico,5.0,Ambato,$35
11445,2025-03-02,Hub USB-C,3.0,Cuenca,$45
11446,2025-03-02,Teclado Mecánico,5.0,Quito,$85
11447,2025-03-02,Laptop,4.0,Cuenca,$1200
11448,2025-03-02,Teclado Mecánico,5.0,Ambato,$85
11449,2025-03-02,Auriculares Gamer,1.0,Quito,$120
11450,2025-03-02,Mouse Inalámbrico,4.0,Cuenca,$35
11451,2025-03-02,Teclado Mecánico,2.0,Loja,$85
11452,2025-03-02,"Monitor 24""",3.0,Quito,$300
11453,2025-03-02,Auriculares Gamer,4.0,Guayaquil,$120
11454,2025-03-02,Auriculares Gamer,4.0,Cuenca,$120
11455,2025-03-02,Teclado Mecánico,1.0,Quito,$85
11456,2025-03-02,Teclado Mecánico,3.0,Loja,$85
11457,2025-03-02,Mouse Inalámbrico,2.0,Quito,$35
11458,2025-03-02,Laptop,4.0,Quito,$1200
11459,2025-03-02,Teclado Mecánico,4.0,Loja,$85
11460,2025-03-02,Teclado Mecánico,1.0,Cuenca,$85
11461,2025-03-02,Hub USB-C,5.0,Manta,$45
11462,2025-03-02,"Monitor 24""",2.0,Cuenca,$300
11463,2025-03-02,Hub USB-C,3.0,Ambato,$45
11464,2025-03-02,Hub USB-C,4.0,Loja,$45
11465,2025-03-03,Auriculares Gamer,4.0,Cuenca,$120
11466,2025-03-03,Laptop,2.0,Quito,$1200
11467,2025-03-03,"Monitor 24""",5.0,Loja,$300
11468,2025-03-03,Mouse Inalámbrico,4.0,Guayaquil,$35
11469,2025-03-03,Mouse Inalámbrico,2.0,Cuenca,$35
11470,2025-03-03,Teclado Mecánico,1.0,Loja,$85
11471,2025-03-03,Teclado Mecánico,5.0,Cuenca,$85
11472,2025-03-03,Mouse Inalámbrico,3.0,Loja,$35
11473,2025-03-03,Teclado Mecánico,4.0,Quito,$85
11474,2025-03-03,Laptop,2.0,Guayaquil,$1200
11475,2025-03-03,Hub USB-C,1.0,Guayaquil,$45
11476,2025-03-03,Teclado Mecánico,3.0,Ambato,$85
11477,2025-03-03,Auriculares Gamer,2.0,Loja,$120
11478,2025-03-03,Teclado Mecánico,2.0,Cuenca,$85
11479,2025-03-03,"Monitor 24""",3.0,Guayaquil,$300
11480,2025-03-03,Laptop,1.0,Guayaquil,$1200
11481,2025-03-03,"Monitor 24""",1.0,Manta,$300
11482,2025-03-03,"Monitor 24""",5.0,Manta,$300
11483,,Auriculares Gamer,4.0,Guayaquil,$120
11484,2025-03-03,Laptop,3.0,Loja,$1200
11485,2025-03-03,Laptop,3.0,Ambato,$1200
11486,2025-03-03,Laptop,3.0,Guayaquil,$1200
11487,2025-03-03,Laptop,1.0,Quito,$1200
11488,2025-03-03,Laptop,4.0,Cuenca,$1200
11489,2025-03-04,Auriculares Gamer,5.0,Ambato,$120
11490,2025-03-04,Teclado Mecánico,2.0,Quito,$85
11491,2025-03-04,"Monitor 24""",2.0,Ambato,$300
11492,2025-03-04,Laptop,3.0,Quito,$1200
11493,2025-03-04,Teclado Mecánico,4.0,Cuenca,$85
11494,2025-03-04,Teclado Mecánico,1.0,Cuenca,$85
11495,2025-03-04,"Monitor 24""",4.0,Manta,$300
11496,2025-03-04,Auriculares Gamer,4.0,Loja,$120
11497,2025-03-04,Mouse Inalámbrico,1.0,Quito,$35
11498,2025-03-04,Mouse Inalámbrico,3.0,Manta,$35
11499,2025-03-04,Teclado Mecánico,4.0,Quito,$85
11500,2025-03-04,Hub USB-C,2.0,Manta,$45
